Timestamp,Amps,Batt. Volts,Motor Volts,RPM,Duty,Comm. Period,Bad Detects,ADC Window,Idle Time,State,Phase A Avg.,Phase B Avg.,Phase C Avg.,Composite Avg.,FET Step
2019-11-07 18:46:01:184,0.00086914,16.5859,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:01:201,0.000453762,16.5862,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:202,0.00185846,16.5861,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:01:213,-0.00144634,16.5861,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:234,-0.00225531,16.5858,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:235,0.00287383,16.5857,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:251,-0.00187134,16.5856,0,0,0,33,0,0,95.5938,0,0,0,0,0,3
2019-11-07 18:46:01:252,-0.00207691,16.5863,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:269,0.00388957,16.5842,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:269,0.00634507,16.5841,0,0,0,33,0,0,95.6043,0,0,0,0,0,3
2019-11-07 18:46:01:284,0.00427497,16.5841,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:01:301,0.00497661,16.5845,0,0,0,33,0,0,95.6149,0,0,0,0,0,3
